===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2019-05-17 16:55:53
count workspace : c:\Users\bigol\Desktop\repos\dh-unit\Project\Assets
total files : 3261
total code lines : 610316
total comment lines : 13463
total blank lines : 12214

Cirrus.meta, code is 8, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\Pickers\ObjectPickerUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\Pickers\ScriptableObjectPickerEditor.cs, code is 19, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\Pickers\ScriptableObjectPickerEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\Pickers\ScriptPickerEditor.cs, code is 36, comment is 0, blank is 6.
External\Devdog\General\UI\Editor\Pickers\ScriptPickerEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\Pickers\UnityEngineObjectPickerEditor.cs, code is 19, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\Pickers\UnityEngineObjectPickerEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\QuestWindowUIFieldEditor.cs, code is 35, comment is 0, blank is 6.
External\Devdog\General\UI\Editor\QuestWindowUIFieldEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\AnimationCurveDrawer.cs, code is 21, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\ReflectionDrawers\AnimationCurveDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\ArrayDrawer.cs, code is 219, comment is 6, blank is 39.
External\Devdog\General\UI\Editor\ReflectionDrawers\ArrayDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\BoolDrawer.cs, code is 21, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\ReflectionDrawers\BoolDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\ChildrenValueDrawerBase.cs, code is 192, comment is 7, blank is 36.
External\Devdog\General\UI\Editor\ReflectionDrawers\ChildrenValueDrawerBase.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\ClassDrawer.cs, code is 17, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\ReflectionDrawers\ClassDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\ColorDrawer.cs, code is 21, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\ReflectionDrawers\ColorDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\DictionaryDrawer.cs, code is 44, comment is 19, blank is 11.
External\Devdog\General\UI\Editor\ReflectionDrawers\DictionaryDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\DrawerBase.cs, code is 257, comment is 7, blank is 60.
External\Devdog\General\UI\Editor\ReflectionDrawers\DrawerBase.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\EnumDrawer.cs, code is 21, comment is 1, blank is 3.
External\Devdog\General\UI\Editor\ReflectionDrawers\EnumDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\FloatDrawer.cs, code is 27, comment is 0, blank is 5.
External\Devdog\General\UI\Editor\ReflectionDrawers\FloatDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\IntDrawer.cs, code is 27, comment is 0, blank is 4.
External\Devdog\General\UI\Editor\ReflectionDrawers\IntDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\InterfaceDrawer.cs, code is 21, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\ReflectionDrawers\InterfaceDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\Interfaces.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\Interfaces\IChildrenDrawer.cs, code is 11, comment is 0, blank is 1.
External\Devdog\General\UI\Editor\ReflectionDrawers\Interfaces\IChildrenDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\LayermaskDrawer.cs, code is 22, comment is 0, blank is 3.
External\Devdog\General\UI\Editor\ReflectionDrawers\LayermaskDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\QuaternionDrawer.cs, code is 33, comment is 0, blank is 6.
External\Devdog\General\UI\Editor\ReflectionDrawers\QuaternionDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\SimpleValueDrawer.cs, code is 20, comment is 0, blank is 4.
External\Devdog\General\UI\Editor\ReflectionDrawers\SimpleValueDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\StringDrawer.cs, code is 42, comment is 0, blank is 9.
External\Devdog\General\UI\Editor\ReflectionDrawers\StringDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\UintDrawer.cs, code is 27, comment is 0, blank is 5.
External\Devdog\General\UI\Editor\ReflectionDrawers\UintDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\UnityObjectDrawer.cs, code is 55, comment is 2, blank is 7.
External\Devdog\General\UI\Editor\ReflectionDrawers\UnityObjectDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\ValueTypeDrawer.cs, code is 17, comment is 0, blank is 2.
External\Devdog\General\UI\Editor\ReflectionDrawers\ValueTypeDrawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\Vec2Drawer.cs, code is 25, comment is 0, blank is 4.
External\Devdog\General\UI\Editor\ReflectionDrawers\Vec2Drawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\Vec3Drawer.cs, code is 25, comment is 0, blank is 4.
External\Devdog\General\UI\Editor\ReflectionDrawers\Vec3Drawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawers\Vec4Drawer.cs, code is 25, comment is 0, blank is 4.
External\Devdog\General\UI\Editor\ReflectionDrawers\Vec4Drawer.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawerStyles.cs, code is 16, comment is 0, blank is 1.
External\Devdog\General\UI\Editor\ReflectionDrawerStyles.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Editor\ReflectionDrawerUtility.cs, code is 285, comment is 10, blank is 40.
External\Devdog\General\UI\Editor\ReflectionDrawerUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Helpers.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Helpers\AnimatorHelper.cs, code is 82, comment is 19, blank is 13.
External\Devdog\General\UI\Helpers\AnimatorHelper.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Utilities.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Utilities\UIUtility.cs, code is 89, comment is 6, blank is 19.
External\Devdog\General\UI\Utilities\UIUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Utilities\UIWindowUtility.cs, code is 24, comment is 0, blank is 4.
External\Devdog\General\UI\Utilities\UIWindowUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Windows.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\DraggableWindow.cs, code is 78, comment is 25, blank is 21.
External\Devdog\General\UI\Windows\DraggableWindow.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\Editor.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\Editor\UIWindowEditor.cs, code is 46, comment is 0, blank is 5.
External\Devdog\General\UI\Windows\Editor\UIWindowEditor.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\Interfaces.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\Interfaces\IUIWindowInputHandler.cs, code is 10, comment is 0, blank is 2.
External\Devdog\General\UI\Windows\Interfaces\IUIWindowInputHandler.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\UIWindow.cs, code is 350, comment is 32, blank is 88.
External\Devdog\General\UI\Windows\UIWindow.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\UIWindowField.cs, code is 29, comment is 0, blank is 4.
External\Devdog\General\UI\Windows\UIWindowField.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\UIWindowInputHandler.cs, code is 23, comment is 0, blank is 3.
External\Devdog\General\UI\Windows\UIWindowInputHandler.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\UIWindowPage.cs, code is 65, comment is 6, blank is 13.
External\Devdog\General\UI\Windows\UIWindowPage.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\UI\Windows\UIWindowSync.cs, code is 45, comment is 0, blank is 6.
External\Devdog\General\UI\Windows\UIWindowSync.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Utilities.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Utilities\CoroutineUtility.cs, code is 18, comment is 0, blank is 3.
External\Devdog\General\Utilities\CoroutineUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Utilities\Editor.meta, code is 9, comment is 0, blank is 0.
External\Devdog\General\Utilities\Editor\EditorReflectionUtility.cs, code is 69, comment is 37, blank is 16.
External\Devdog\General\Utilities\Editor\EditorReflectionUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Utilities\Editor\ScriptableObjectUtility.cs, code is 67, comment is 0, blank is 13.
External\Devdog\General\Utilities\Editor\ScriptableObjectUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Utilities\ReflectionUtility.cs, code is 137, comment is 26, blank is 27.
External\Devdog\General\Utilities\ReflectionUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\Devdog\General\Utilities\SceneUtility.cs, code is 52, comment is 0, blank is 10.
External\Devdog\General\Utilities\SceneUtility.cs.meta, code is 12, comment is 0, blank is 0.
External\eDmitriyAssets.meta, code is 8, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator.meta, code is 8, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\AnimControllers.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\AnimControllers\Locomotion new.controller, code is 1021, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\AnimControllers\Locomotion new.controller.meta, code is 6, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Dude.fbx, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Dude.fbx.meta, code is 1157, comment is 4, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\body.color.map.tga, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\body.color.map.tga.meta, code is 53, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\Dude-body.mat, code is 26, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\Dude-body.mat.meta, code is 6, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\Dude-eyes.mat, code is 26, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\Dude-eyes.mat.meta, code is 6, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\Dude-face.mat, code is 27, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\Dude-face.mat.meta, code is 6, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\eyes.color.map.tga, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\DudeAvatar\Materials\eyes.color.map.tga.meta, code is 53, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations.meta, code is 8, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\JumpDown.01.FBX, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\JumpDown.01.FBX.meta, code is 960, comment is 3, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\JumpUpHigh.fbm.meta, code is 8, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\JumpUpHigh.fbx, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\JumpUpHigh.fbx.meta, code is 1185, comment is 3, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Materials.meta, code is 8, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Materials\body.color.map.mat, code is 77, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Materials\body.color.map.mat.meta, code is 8, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Materials\eyes.color.map.mat, code is 77, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Materials\eyes.color.map.mat.meta, code is 8, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Materials\face.color.map.mat, code is 77, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Materials\face.color.map.mat.meta, code is 8, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Wall.Climb.01.FBX, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\OffMeshLink_Animations\Wall.Climb.01.FBX.meta, code is 900, comment is 3, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\ThirdPersonCharacter.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\ThirdPersonCharacter\HumanoidIdle.fbx, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\ThirdPersonCharacter\HumanoidIdle.fbx.meta, code is 1727, comment is 4, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\ThirdPersonCharacter\HumanoidRun.fbx, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\ThirdPersonCharacter\HumanoidRun.fbx.meta, code is 1601, comment is 3, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\ThirdPersonCharacter\Idle.Neutral.1.fbx, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Animations\ThirdPersonCharacter\Idle.Neutral.1.fbx.meta, code is 999, comment is 3, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ExampleScenes.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ExampleScenes\ExampleScene.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ExampleScenes\ExampleScene.unity, code is 25878, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ExampleScenes\ExampleScene.unity.meta, code is 9, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ExampleScenes\ExampleScene\NavMesh-NavMeshLinksGENERATOR.asset, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ExampleScenes\ExampleScene\NavMesh-NavMeshLinksGENERATOR.asset.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ExampleScenes\ExampleScene\NavMesh-Scene.asset, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ExampleScenes\ExampleScene\NavMesh-Scene.asset.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs\Links.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs\Links\NM.Link.prefab, code is 55, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs\Links\NM.Link.prefab.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs\Scene.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs\Scene\Lights.prefab, code is 1027, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs\Scene\Lights.prefab.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs\Scene\Scene.prefab, code is 4343, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\Prefabs\Scene\Scene.prefab.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Materials.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Materials\NavyGrid.mat, code is 92, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Materials\NavyGrid.mat.meta, code is 5, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Models.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Models\HousePrototype16x16x24.fbx, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Models\HousePrototype16x16x24.fbx.meta, code is 71, comment is 6, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Models\PillarPrototype02x08x02.fbx, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Models\PillarPrototype02x08x02.fbx.meta, code is 71, comment is 6, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Models\StepsPrototype04x02x02.fbx, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Models\StepsPrototype04x02x02.fbx.meta, code is 71, comment is 6, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Textures.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Textures\GridEmissive.png, it is a binary file.
External\eDmitriyAssets\NavMeshLinkGenerator\Example\ScenePrototypingModels\Textures\GridEmissive.png.meta, code is 52, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\AnimationExample.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\AnimationExample\Agent.cs, code is 168, comment is 9, blank is 85.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\AnimationExample\Agent.cs.meta, code is 13, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\AnimationExample\Locomotion.cs, code is 34, comment is 0, blank is 10.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\AnimationExample\Locomotion.cs.meta, code is 13, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\AnimationExample\UnitSelector.cs, code is 26, comment is 1, blank is 8.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\AnimationExample\UnitSelector.cs.meta, code is 13, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\LinkGenerator.meta, code is 10, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\LinkGenerator\NavMeshLink_TBS.cs, code is 16, comment is 0, blank is 8.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\LinkGenerator\NavMeshLink_TBS.cs.meta, code is 13, comment is 0, blank is 0.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\LinkGenerator\NavMeshLinks_AutoPlacer.cs, code is 207, comment is 19, blank is 96.
External\eDmitriyAssets\NavMeshLinkGenerator\Scripts\LinkGenerator\NavMeshLinks_AutoPlacer.cs.meta, code is 13, comment is 0, blank is 0.
External\Factory.meta, code is 8, comment is 0, blank is 0.
External\Factory\child.prefab, code is 32, comment is 0, blank is 0.
External\Factory\child.prefab.meta, code is 8, comment is 0, blank is 0.
External\Factory\ConcreteFactory.cs, code is 21, comment is 0, blank is 2.
External\Factory\ConcreteFactory.cs.meta, code is 12, comment is 0, blank is 0.
External\Factory\FactoryUser.cs, code is 25, comment is 0, blank is 3.
External\Factory\FactoryUser.cs.meta, code is 12, comment is 0, blank is 0.
External\Factory\iFactory.cs, code is 6, comment is 0, blank is 2.
External\Factory\iFactory.cs.meta, code is 12, comment is 0, blank is 0.
External\Factory\Main.prefab, code is 32, comment is 0, blank is 0.
External\Factory\Main.prefab.meta, code is 8, comment is 0, blank is 0.
External\Factory\NewBehaviourScript.cs, code is 9, comment is 2, blank is 5.
External\Factory\NewBehaviourScript.cs.meta, code is 12, comment is 0, blank is 0.
External\Factory\test.unity, code is 313, comment is 0, blank is 0.
External\Factory\test.unity.meta, code is 8, comment is 0, blank is 0.
External\Goap Framework.meta, code is 8, comment is 0, blank is 0.
External\iTween.meta, code is 8, comment is 0, blank is 0.
External\iTween\iTween.cs, code is 3259, comment is 3304, blank is 644.
External\iTween\iTween.cs.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\APIReference.zip, it is a binary file.
External\KinematicCharacterController\APIReference.zip.meta, code is 7, comment is 0, blank is 0.
External\KinematicCharacterController\Core.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Core\Editor.meta, code is 10, comment is 0, blank is 0.
External\KinematicCharacterController\Core\Editor\KinematicCharacterMotorEditor.cs, code is 26, comment is 0, blank is 2.
External\KinematicCharacterController\Core\Editor\KinematicCharacterMotorEditor.cs.meta, code is 13, comment is 0, blank is 0.
External\KinematicCharacterController\Core\Editor\ReadOnlyPropertyDrawer.cs, code is 19, comment is 0, blank is 2.
External\KinematicCharacterController\Core\Editor\ReadOnlyPropertyDrawer.cs.meta, code is 13, comment is 0, blank is 0.
External\KinematicCharacterController\Core\ICharacterController.cs, code is 19, comment is 30, blank is 4.
External\KinematicCharacterController\Core\ICharacterController.cs.meta, code is 11, comment is 0, blank is 0.
External\KinematicCharacterController\Core\IMoverController.cs, code is 10, comment is 3, blank is 1.
External\KinematicCharacterController\Core\IMoverController.cs.meta, code is 11, comment is 0, blank is 0.
External\KinematicCharacterController\Core\KinematicCharacterMotor.cs, code is 1538, comment is 407, blank is 225.
External\KinematicCharacterController\Core\KinematicCharacterMotor.cs.meta, code is 13, comment is 0, blank is 0.
External\KinematicCharacterController\Core\KinematicCharacterSystem.cs, code is 179, comment is 64, blank is 47.
External\KinematicCharacterController\Core\KinematicCharacterSystem.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Core\PhysicsMover.cs, code is 144, comment is 59, blank is 28.
External\KinematicCharacterController\Core\PhysicsMover.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Core\ReadOnlyAttribute.cs, code is 7, comment is 0, blank is 1.
External\KinematicCharacterController\Core\ReadOnlyAttribute.cs.meta, code is 13, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Materials.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Materials\White.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Materials\White.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Prefabs.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Prefabs\ExampleCamera.prefab, code is 127, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Prefabs\ExampleCamera.prefab.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Prefabs\ExampleCharacter.prefab, code is 365, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Prefabs\ExampleCharacter.prefab.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Scripts.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Scripts\ExampleCharacterCamera.cs, code is 141, comment is 12, blank is 25.
External\KinematicCharacterController\ExampleCharacter\Scripts\ExampleCharacterCamera.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Scripts\ExampleCharacterController.cs, code is 355, comment is 70, blank is 56.
External\KinematicCharacterController\ExampleCharacter\Scripts\ExampleCharacterController.cs.meta, code is 13, comment is 0, blank is 0.
External\KinematicCharacterController\ExampleCharacter\Scripts\ExamplePlayer.cs, code is 64, comment is 9, blank is 15.
External\KinematicCharacterController\ExampleCharacter\Scripts\ExamplePlayer.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Examples.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Animation.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Animation\boatTimeline.playable, code is 515, comment is 0, blank is 0.
